age,gender,country,work_remotely,company_size,family_history,benefits,care_options,wellness_program,anonymity,leave,coworkers,supervisor,mental_health_consequence,physical_health_consequence,mental_vs_physical,treatment
53,Male,United States of America,Always,26-100,No,Yes,No,No,i don't know,Very easy,Maybe,Yes,No,No,Yes,0
32,Male,Canada,Never,26-100,Yes,Yes,Yes,No,i don't know,Somewhat easy,Maybe,Yes,Maybe,No,No,1
32,Male,United States of America,Sometimes,25-Jun,No,No,Unknown,No,i don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,I don't know,1
55,Male,United States of America,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
27,Male,France,Never,25-Jun,No,i don't know,No,No,Yes,Somewhat difficult,Maybe,No,Maybe,No,I don't know,1
34,Male,United Kingdom,Always,25-Jun,i don't know,not eligible for coverage / n/a,Unknown,No,i don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,Yes,0
26,Male,United States of America,Sometimes,25-Jun,Yes,No,Unknown,No,Yes,Somewhat difficult,Yes,Maybe,Maybe,Maybe,I don't know,1
25,Unknown,United States of America,Never,26-100,Yes,i don't know,No,No,i don't know,Somewhat easy,Maybe,Yes,Maybe,No,I don't know,1
39,Male,United Kingdom,Sometimes,More than 1000,Yes,Yes,Yes,Yes,i don't know,Somewhat difficult,Yes,Yes,Maybe,No,Yes,1
32,Male,United States of America,Never,26-100,No,i don't know,i am not sure,Yes,i don't know,Somewhat easy,No,Yes,No,No,I don't know,1
46,Male,United Kingdom,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
52,Female,United States of America,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
33,Other,United Kingdom,Never,500-1000,Yes,i don't know,No,Yes,i don't know,I don't know,No,Maybe,Yes,Maybe,No,1
58,Male,United States of America,Sometimes,26-100,No,Yes,No,i don't know,i don't know,I don't know,No,Maybe,Maybe,No,I don't know,0
30,Male,Canada,Never,25-Jun,No,No,No,No,Yes,Very difficult,No,No,Yes,Yes,No,1
46,Other,Sweden,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
45,Male,United States of America,Sometimes,More than 1000,Yes,i don't know,No,i don't know,i don't know,I don't know,No,No,Maybe,No,I don't know,0
26,Female,Canada,Sometimes,5-Jan,Yes,No,Unknown,No,No,Very difficult,No,No,Yes,Yes,I don't know,1
22,Male,United States of America,Never,100-500,Yes,Yes,Yes,No,Yes,I don't know,No,No,Yes,No,No,1
21,Male,United States of America,Sometimes,25-Jun,Yes,i don't know,i am not sure,No,No,Somewhat easy,No,No,Yes,No,I don't know,0
33,Male,Canada,Sometimes,More than 1000,i don't know,Yes,i am not sure,Yes,i don't know,Somewhat easy,Maybe,Yes,Maybe,No,I don't know,1
34,Male,United States of America,Sometimes,500-1000,No,i don't know,No,Yes,Yes,I don't know,No,Yes,No,Maybe,Yes,0
25,Female,United States of America,Sometimes,26-100,No,i don't know,No,Yes,i don't know,Very easy,Maybe,Yes,No,No,Yes,0
27,Male,United States of America,Sometimes,25-Jun,Yes,Yes,i am not sure,No,Yes,Very easy,Maybe,Maybe,No,No,I don't know,1
25,Female,United States of America,Never,26-100,Yes,Yes,i am not sure,No,i don't know,Neither easy nor difficult,No,No,Yes,No,No,1
33,Male,United Kingdom,Sometimes,500-1000,i don't know,Yes,Yes,Yes,Yes,Neither easy nor difficult,Yes,Maybe,No,No,I don't know,1
26,Female,Canada,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
36,Female,United States of America,Always,25-Jun,Yes,No,i am not sure,No,i don't know,Somewhat easy,Yes,No,Maybe,Maybe,I don't know,0
26,Male,United Kingdom,Never,25-Jun,i don't know,No,No,i don't know,i don't know,Neither easy nor difficult,No,No,Yes,Maybe,I don't know,1
34,Male,United States of America,Never,25-Jun,i don't know,not eligible for coverage / n/a,i am not sure,No,i don't know,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,0
34,Male,United States of America,Sometimes,26-100,Yes,Yes,Yes,No,Yes,Somewhat difficult,Maybe,Maybe,Yes,No,No,1
25,Male,United States of America,Sometimes,More than 1000,i don't know,Yes,Yes,No,Yes,Neither easy nor difficult,Maybe,No,Maybe,No,No,1
33,Female,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
27,Female,Canada,Sometimes,26-100,Yes,No,Yes,No,No,Very difficult,Maybe,Maybe,Maybe,No,I don't know,0
24,Female,Canada,Never,26-100,No,i don't know,i am not sure,No,i don't know,Somewhat difficult,No,No,Maybe,Maybe,I don't know,1
47,Female,United States of America,Sometimes,More than 1000,Yes,Yes,i am not sure,No,i don't know,Somewhat difficult,No,Maybe,Maybe,No,I don't know,1
37,Male,United States of America,Sometimes,26-100,No,Yes,i am not sure,No,Yes,Somewhat easy,Yes,Yes,No,No,Yes,0
35,Other,United States of America,Sometimes,More than 1000,i don't know,i don't know,No,No,i don't know,Neither easy nor difficult,Maybe,Maybe,Yes,Maybe,No,1
30,Male,United States of America,Always,100-500,i don't know,Yes,Yes,No,Yes,Very difficult,No,No,Yes,No,I don't know,1
42,Male,United States of America,Never,More than 1000,No,Yes,No,Yes,Yes,Somewhat easy,No,Maybe,Maybe,No,Yes,0
36,Female,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
31,Male,United States of America,Always,100-500,i don't know,Yes,No,No,Yes,Very easy,No,Yes,No,No,I don't know,0
28,Female,United States of America,Always,100-500,i don't know,Yes,i am not sure,Yes,i don't know,Somewhat easy,Maybe,Maybe,Maybe,No,I don't know,0
36,Female,United States of America,Sometimes,26-100,i don't know,Yes,Yes,Yes,Yes,Neither easy nor difficult,Yes,Yes,Maybe,No,I don't know,1
36,Female,United States of America,Never,25-Jun,Yes,Yes,Yes,No,Yes,Somewhat difficult,Maybe,Maybe,Yes,No,I don't know,1
32,Male,Canada,Sometimes,26-100,Yes,i don't know,No,No,i don't know,I don't know,No,No,No,No,I don't know,1
42,Male,United States of America,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
41,Female,United States of America,Never,100-500,No,Yes,No,No,i don't know,Somewhat easy,No,Maybe,Maybe,No,I don't know,0
36,Male,Sweden,Sometimes,26-100,No,Yes,Yes,No,i don't know,Somewhat easy,Maybe,Maybe,No,No,Yes,0
23,Male,United States of America,Sometimes,26-100,Yes,Yes,Yes,Yes,i don't know,Neither easy nor difficult,Maybe,No,Yes,No,Yes,1
54,Female,United States of America,Never,More than 1000,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,No,Maybe,Yes,1
34,Female,United States of America,Never,26-100,No,i don't know,i am not sure,Yes,Yes,Neither easy nor difficult,Yes,Maybe,Maybe,No,I don't know,0
36,Male,Netherlands,Never,25-Jun,No,i don't know,No,No,i don't know,Very easy,Yes,Yes,Yes,No,I don't know,0
27,Male,United States of America,Never,5-Jan,Yes,Yes,Yes,No,i don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,No,I don't know,0
32,Male,United States of America,Always,100-500,Yes,Yes,Yes,No,i don't know,Somewhat easy,Maybe,Maybe,Maybe,No,I don't know,1
21,Male,Germany,Never,25-Jun,i don't know,Yes,Yes,No,No,Very difficult,Maybe,No,Yes,Yes,No,1
44,Male,United States of America,Always,5-Jan,No,i don't know,No,Yes,Yes,Somewhat easy,Yes,Yes,No,No,Yes,0
33,Male,United States of America,Always,26-100,i don't know,i don't know,i am not sure,i don't know,i don't know,Neither easy nor difficult,Maybe,Yes,No,No,Yes,0
38,Male,United Kingdom,Sometimes,More than 1000,Yes,Yes,No,No,Yes,Very difficult,No,No,Maybe,No,No,1
38,Male,Ireland,Sometimes,More than 1000,Yes,Yes,i am not sure,Yes,i don't know,I don't know,Maybe,Maybe,Maybe,No,No,0
38,Female,United States of America,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
22,Female,Brazil,Always,5-Jan,i don't know,i don't know,No,No,No,Very difficult,No,No,Maybe,Maybe,No,1
33,Other,United States of America,Sometimes,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
27,Female,Canada,Never,More than 1000,Yes,i don't know,No,No,i don't know,Very difficult,No,Yes,Maybe,Maybe,No,0
55,Female,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
66,Male,United States of America,Sometimes,25-Jun,Yes,No,No,No,i don't know,Somewhat difficult,Yes,No,Maybe,No,I don't know,1
25,Male,United States of America,Sometimes,5-Jan,Yes,i don't know,i am not sure,No,i don't know,Very difficult,No,No,Maybe,Maybe,Yes,1
22,Male,Netherlands,Never,26-100,i don't know,not eligible for coverage / n/a,Unknown,No,i don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,No,I don't know,0
29,Male,Brazil,Sometimes,26-100,No,No,No,No,i don't know,Somewhat easy,Yes,Yes,No,No,No,0
33,Male,New Zealand,Never,100-500,No,No,No,Yes,No,Somewhat easy,No,Yes,Yes,No,I don't know,1
27,Male,Sweden,Never,25-Jun,i don't know,No,No,No,i don't know,Somewhat difficult,No,No,Maybe,No,I don't know,0
44,Male,United States of America,Sometimes,25-Jun,i don't know,i don't know,No,No,i don't know,Somewhat difficult,No,Maybe,Yes,Maybe,I don't know,1
38,Male,Bulgaria,Sometimes,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
32,Male,United States of America,Always,25-Jun,No,i don't know,i am not sure,No,i don't know,I don't know,No,No,Maybe,No,I don't know,0
59,Female,United States of America,Never,500-1000,No,Yes,i am not sure,Yes,No,Very difficult,Maybe,No,Yes,No,No,0
43,Male,Sweden,Sometimes,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
55,Female,Germany,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
32,Male,United States of America,Always,More than 1000,Yes,Yes,Yes,i don't know,i don't know,Neither easy nor difficult,Yes,Yes,No,No,Yes,1
41,Male,United Kingdom,Never,More than 1000,i don't know,not eligible for coverage / n/a,Unknown,No,i don't know,Very difficult,No,No,Yes,No,No,0
38,Female,United States of America,Always,5-Jan,Yes,No,i am not sure,No,i don't know,Very easy,Yes,Yes,No,No,Yes,1
46,Male,United States of America,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
43,Male,United Kingdom,Never,More than 1000,Yes,No,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,1
29,Female,United States of America,Always,100-500,Yes,Yes,Yes,No,Yes,Very easy,Maybe,Yes,No,No,Yes,1
42,Male,United States of America,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
25,Female,United States of America,Never,100-500,No,i don't know,i am not sure,Yes,i don't know,Very easy,Yes,Maybe,No,No,I don't know,0
49,Male,Afghanistan,Never,26-100,No,Yes,Yes,Yes,No,Somewhat easy,Maybe,Yes,No,No,Yes,0
36,Male,Pakistan,Always,26-100,Yes,No,No,Yes,i don't know,I don't know,No,No,Yes,Yes,I don't know,1
30,Male,United Kingdom,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
28,Male,United States of America,Sometimes,26-100,Yes,i don't know,i am not sure,No,i don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,No,0
37,Male,United States of America,Sometimes,More than 1000,Yes,i don't know,No,No,i don't know,Somewhat difficult,No,No,Maybe,Maybe,No,1
23,Female,United States of America,Sometimes,25-Jun,Yes,not eligible for coverage / n/a,Yes,No,Yes,Somewhat difficult,No,No,Yes,No,I don't know,0
37,Male,United Kingdom,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
42,Male,Netherlands,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
32,Male,United States of America,Never,More than 1000,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,Yes,No,No,Yes,1
28,Male,Canada,Always,5-Jan,i don't know,No,Unknown,i don't know,i don't know,Somewhat difficult,No,Maybe,No,No,I don't know,0
28,Male,United Kingdom,Never,More than 1000,Yes,i don't know,i am not sure,No,i don't know,Neither easy nor difficult,No,Maybe,No,No,I don't know,1
29,Male,United States of America,Never,More than 1000,Yes,Yes,Yes,No,i don't know,Somewhat easy,No,No,Maybe,No,No,1
35,Male,United States of America,Always,100-500,No,i don't know,i am not sure,No,i don't know,I don't know,Yes,Yes,No,No,Yes,0
31,Female,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
46,Female,United States of America,Never,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
19,Male,United States of America,Sometimes,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
35,Male,Sweden,Always,500-1000,i don't know,not eligible for coverage / n/a,i am not sure,Yes,Yes,Somewhat easy,Yes,Yes,No,No,Yes,0
31,Male,United Kingdom,Sometimes,More than 1000,i don't know,Yes,i am not sure,No,Yes,Somewhat easy,Yes,Yes,No,No,I don't know,0
31,Male,United States of America,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
37,Male,Canada,Always,More than 1000,No,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,No,No,Yes,0
34,Female,United States of America,Sometimes,25-Jun,Yes,i don't know,i am not sure,Yes,Yes,Very easy,Yes,Yes,No,No,Yes,1
39,Female,United States of America,Sometimes,26-100,Yes,Yes,Yes,No,i don't know,Very easy,Maybe,Yes,No,No,I don't know,1
29,Female,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
29,Female,United States of America,Always,100-500,Yes,Yes,Yes,No,i don't know,Somewhat difficult,No,Maybe,Maybe,No,I don't know,1
63,Male,United States of America,Sometimes,More than 1000,Yes,Yes,i am not sure,No,Yes,Very easy,Yes,Yes,No,No,No,1
45,Male,Australia,Never,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
35,Male,Greece,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
32,Male,United Kingdom,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
44,Male,United States of America,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
28,Other,United Kingdom,Never,More than 1000,Yes,No,Unknown,No,i don't know,Very difficult,No,No,Yes,Yes,No,1
39,Male,Ireland,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
33,Female,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
19,Male,India,Always,25-Jun,No,No,No,No,No,Very easy,Yes,Yes,No,No,Yes,0
40,Male,United States of America,Always,More than 1000,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Maybe,No,No,0
49,Female,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Yes,Maybe,No,I don't know,1
27,Female,Australia,Sometimes,25-Jun,i don't know,not eligible for coverage / n/a,Unknown,Yes,Yes,Very easy,Yes,Yes,No,No,Yes,0
39,Male,United States of America,Never,More than 1000,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Maybe,No,No,1
35,Male,United Kingdom,Never,More than 1000,No,i don't know,i am not sure,Yes,Yes,Neither easy nor difficult,Yes,Yes,No,No,Yes,1
35,Male,United States of America,Sometimes,26-100,i don't know,i don't know,No,No,i don't know,I don't know,Maybe,Maybe,Maybe,Maybe,I don't know,0
42,Female,United States of America,Sometimes,26-100,i don't know,Yes,i am not sure,No,i don't know,Very difficult,Maybe,No,Maybe,Maybe,No,1
35,Male,Canada,Sometimes,25-Jun,No,Yes,Yes,Yes,Yes,Very easy,Maybe,Yes,No,No,Yes,0
31,Female,United States of America,Sometimes,100-500,i don't know,i don't know,No,No,i don't know,Somewhat difficult,Maybe,Yes,No,No,Yes,1
44,Male,United Kingdom,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
39,Male,United States of America,Sometimes,100-500,i don't know,Yes,Yes,No,i don't know,I don't know,No,No,Maybe,Maybe,I don't know,1
32,Male,Canada,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
45,Male,New Zealand,Sometimes,More than 1000,No,i don't know,i am not sure,No,i don't know,Somewhat easy,No,Maybe,Maybe,Maybe,Yes,0
31,Male,United States of America,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
47,Female,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
29,Male,United States of America,Sometimes,26-100,Yes,No,i am not sure,No,i don't know,Somewhat difficult,No,Maybe,Maybe,No,No,1
20,Male,United States of America,Always,25-Jun,Yes,Yes,No,No,i don't know,I don't know,Yes,Yes,No,No,Yes,1
34,Male,United States of America,Never,100-500,Yes,not eligible for coverage / n/a,Unknown,No,i don't know,Very difficult,Maybe,Maybe,Yes,Maybe,I don't know,0
33,Other,United Kingdom,Never,500-1000,No,not eligible for coverage / n/a,Unknown,Yes,Yes,Very easy,Yes,Yes,No,No,Yes,1
56,Female,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
35,Male,Canada,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
31,Male,United States of America,Sometimes,100-500,Yes,Yes,Yes,No,i don't know,I don't know,No,No,Yes,No,I don't know,1
36,Male,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Maybe,No,I don't know,1
30,Male,United States of America,Always,100-500,Yes,Yes,Yes,No,No,Somewhat easy,No,No,Maybe,Maybe,I don't know,0
44,Female,United States of America,Never,More than 1000,Yes,Yes,i am not sure,No,Yes,Neither easy nor difficult,Maybe,No,Maybe,No,No,1
23,Female,United States of America,Sometimes,5-Jan,i don't know,i don't know,i am not sure,No,i don't know,Somewhat easy,Maybe,No,Maybe,Maybe,Yes,1
46,Male,United States of America,Never,More than 1000,No,Yes,No,No,i don't know,I don't know,No,No,Maybe,No,No,0
33,Female,United States of America,Always,100-500,Yes,Yes,Yes,No,i don't know,Very easy,Yes,Yes,No,No,No,1
32,Female,United States of America,Never,500-1000,Yes,Yes,Yes,No,Yes,Somewhat easy,Maybe,No,Yes,Maybe,No,1
45,Male,Australia,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
26,Male,United States of America,Sometimes,25-Jun,i don't know,No,No,No,i don't know,Neither easy nor difficult,Yes,Yes,No,No,Yes,1
32,Female,United States of America,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
28,Other,United States of America,Sometimes,More than 1000,No,i don't know,i am not sure,No,i don't know,Very easy,Maybe,No,No,No,I don't know,0
44,Male,United States of America,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
42,Male,United Kingdom,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
30,Male,United States of America,Sometimes,More than 1000,No,Yes,No,i don't know,i don't know,Somewhat difficult,Yes,Yes,Maybe,Maybe,Yes,0
28,Female,United States of America,Sometimes,25-Jun,Yes,i don't know,No,No,i don't know,Somewhat difficult,No,No,Yes,Maybe,Yes,1
31,Male,Canada,Always,100-500,Yes,Yes,Yes,i don't know,Yes,Somewhat easy,Yes,Yes,No,No,I don't know,1
29,Male,United States of America,Sometimes,100-500,i don't know,Yes,No,No,i don't know,Somewhat difficult,No,Maybe,Maybe,No,No,0
33,Male,United States of America,Sometimes,26-100,No,i don't know,No,No,i don't know,Somewhat easy,No,No,Maybe,No,No,0
43,Female,United States of America,Always,More than 1000,Yes,Yes,Yes,i don't know,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,Yes,1
28,Male,Australia,Always,100-500,No,i don't know,i am not sure,Yes,i don't know,Very easy,Maybe,Yes,No,No,Yes,0
42,Other,United Kingdom,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
38,Male,United States of America,Always,100-500,Yes,Yes,i am not sure,No,i don't know,Neither easy nor difficult,No,Maybe,Maybe,No,I don't know,1
30,Male,United States of America,Sometimes,25-Jun,No,Yes,Yes,No,Yes,Somewhat easy,Maybe,No,Maybe,No,I don't know,1
51,Female,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
48,Female,United States of America,Never,26-100,No,i don't know,No,No,i don't know,Somewhat easy,No,No,Maybe,Maybe,No,0
39,Male,New Zealand,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
28,Male,Australia,Sometimes,25-Jun,No,No,No,No,i don't know,Neither easy nor difficult,No,Maybe,Yes,Maybe,I don't know,0
37,Male,United States of America,Always,100-500,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,Maybe,No,I don't know,1
33,Male,United States of America,Sometimes,More than 1000,i don't know,Yes,No,i don't know,i don't know,Neither easy nor difficult,Yes,Maybe,Maybe,Maybe,I don't know,1
21,Male,Australia,Never,25-Jun,No,not eligible for coverage / n/a,Unknown,No,i don't know,Somewhat difficult,No,Yes,Yes,Yes,I don't know,1
25,Male,United States of America,Sometimes,26-100,Yes,Yes,i am not sure,No,i don't know,Very difficult,No,No,Yes,Yes,No,1
33,Male,Canada,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
40,Male,United States of America,Always,100-500,Yes,Yes,No,No,i don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,1
30,Female,Canada,Sometimes,100-500,Yes,No,i am not sure,No,i don't know,Neither easy nor difficult,No,Maybe,Maybe,No,I don't know,1
27,Male,Romania,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
25,Male,India,Never,5-Jan,No,No,No,No,No,Very easy,Maybe,No,No,Maybe,I don't know,0
38,Male,Germany,Sometimes,More than 1000,No,Yes,i am not sure,No,Yes,Somewhat easy,Yes,Maybe,Maybe,No,I don't know,0
24,Male,United Kingdom,Never,100-500,Yes,i don't know,No,No,i don't know,I don't know,Maybe,Yes,Maybe,No,I don't know,1
23,Male,United Kingdom,Never,25-Jun,No,not eligible for coverage / n/a,Unknown,No,i don't know,Somewhat difficult,Maybe,Yes,No,No,No,0
39,Female,United Kingdom,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
26,Male,United States of America,Sometimes,25-Jun,No,i don't know,i am not sure,No,Yes,Neither easy nor difficult,Yes,No,Maybe,No,I don't know,0
43,Male,United Kingdom,Never,More than 1000,No,i don't know,i am not sure,No,i don't know,Neither easy nor difficult,No,No,Maybe,Maybe,Yes,0
30,Male,New Zealand,Always,25-Jun,Yes,i don't know,i am not sure,No,i don't know,Very easy,Maybe,Maybe,No,No,I don't know,0
35,Male,Other,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
40,Male,United Kingdom,Sometimes,26-100,i don't know,i don't know,No,No,i don't know,Very difficult,No,No,Maybe,No,I don't know,0
33,Female,United Kingdom,Never,26-100,Yes,Yes,No,No,i don't know,Very difficult,No,No,Maybe,No,No,1
35,Male,Brunei,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
22,Male,United Kingdom,Never,25-Jun,i don't know,No,No,No,i don't know,I don't know,No,No,Yes,Maybe,I don't know,0
28,Male,United States of America,Always,100-500,Yes,Yes,i am not sure,i don't know,i don't know,I don't know,Maybe,Maybe,Maybe,No,I don't know,1
39,Male,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,No,No,Very difficult,No,No,Maybe,No,No,1
33,Male,United States of America,Always,100-500,i don't know,i don't know,No,i don't know,i don't know,Very easy,Yes,Yes,No,No,Yes,0
25,Female,United Kingdom,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
37,Male,United States of America,Sometimes,25-Jun,No,i don't know,i am not sure,No,i don't know,I don't know,Maybe,Maybe,No,No,I don't know,0
41,Female,France,Never,500-1000,Yes,i don't know,No,No,i don't know,I don't know,No,No,Maybe,No,No,1
30,Female,United States of America,Sometimes,More than 1000,Yes,Yes,i am not sure,No,i don't know,Somewhat easy,No,No,No,No,I don't know,0
42,Male,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,No,No,Yes,0
52,Male,United States of America,Sometimes,25-Jun,No,Yes,No,No,i don't know,Somewhat difficult,Maybe,Maybe,No,No,Yes,0
30,Male,Romania,Always,26-100,No,No,No,No,i don't know,Somewhat easy,Maybe,Maybe,No,No,I don't know,0
35,Male,United States of America,Sometimes,500-1000,i don't know,Yes,Yes,No,Yes,Neither easy nor difficult,Maybe,Yes,No,No,I don't know,1
24,Male,United States of America,Sometimes,26-100,No,i don't know,No,No,i don't know,I don't know,Maybe,No,No,No,No,1
39,Male,United States of America,Sometimes,25-Jun,i don't know,i don't know,i am not sure,i don't know,i don't know,Somewhat easy,Maybe,Yes,No,No,I don't know,0
34,Male,United States of America,Sometimes,25-Jun,Yes,Yes,i am not sure,No,i don't know,Very difficult,Maybe,Maybe,Yes,Maybe,Yes,0
32,Male,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
25,Other,United Kingdom,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
43,Male,Poland,Never,26-100,i don't know,No,No,No,No,Very difficult,No,No,Yes,Yes,No,0
39,Male,United States of America,Sometimes,25-Jun,No,Yes,No,No,Yes,Very difficult,No,Maybe,No,No,I don't know,1
35,Male,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
34,Male,United States of America,Sometimes,26-100,Yes,Yes,Yes,No,Yes,Somewhat easy,Yes,Yes,No,No,No,1
38,Male,United Kingdom,Sometimes,More than 1000,No,Yes,i am not sure,Yes,i don't know,Somewhat easy,Maybe,Yes,Maybe,No,I don't know,0
26,Female,United States of America,Always,100-500,i don't know,Yes,Yes,No,Yes,Somewhat easy,Yes,Yes,Yes,Maybe,No,1
24,Male,Bulgaria,Sometimes,25-Jun,Yes,No,i am not sure,No,i don't know,Neither easy nor difficult,Maybe,No,Maybe,No,I don't know,0
27,Female,United States of America,Sometimes,More than 1000,Yes,i don't know,i am not sure,Yes,i don't know,Very difficult,No,No,Yes,No,I don't know,1
25,Male,United States of America,Never,25-Jun,No,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,No,No,Yes,1
37,Male,United States of America,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
